Name,no_deg_bound,deg_bound4,deg_bound10,deg_bound15,max_deg
r2n6_3dfe,-1.0,0.481632538,-1.0,-1.0,-1
r2n7_000043,-1.0,0.615619433,-1.0,-1.0,-1
r2n6_06ef,-1.0,0.447292152,-1.0,-1.0,-1
r2n6_01fe,-1.0,0.681943102,-1.0,-1.0,-1
r2n6_01ff,-1.0,0.798539136,-1.0,-1.0,-1
r2n6_0267,-1.0,1.659091199,-1.0,-1.0,-1
r2n6_3fff,-1.0,2.826794959,-1.0,-1.0,-1
r2n7_0001cf,-1.0,0.887463662,-1.0,-1.0,-1
r2n7_0008c7,-1.0,2.111494784,-1.0,-1.0,-1
r2n7_0019cf,-1.0,1.024657263,-1.0,-1.0,-1
r2n7_003b9f,-1.0,1.70211501,-1.0,-1.0,-1
r2n7_0f7fff,-1.0,1.582470012,-1.0,-1.0,-1
r2n7_003bdf,-1.0,2.48777446,-1.0,-1.0,-1
r2n7_007fbc,-1.0,2.302782957,-1.0,-1.0,-1
r2n7_0003df,-1.0,1.317350861,-1.0,-1.0,-1
r1n5_1f,-1.0,7.967365373,-1.0,-1.0,-1
r1n6_1f,-1.0,7.266771332,-1.0,-1.0,-1
r1n6_01,-1.0,9.478536805,-1.0,-1.0,-1
r2n6_001f,-1.0,10.414259878,-1.0,-1.0,-1
r3n6_00001,-1.0,2.295913901,-1.0,-1.0,-1
r2n5_3ff,-1.0,9.427204357,-1.0,-1.0,-1
r2n7_000001,-1.0,13.321222643,-1.0,-1.0,-1
r2n6_16ef,-1.0,12.276760661,-1.0,-1.0,-1
r1n7_03,-1.0,9.179868997,-1.0,-1.0,-1
r2n7_0007fe,-1.0,15.212972538,-1.0,-1.0,-1
r2n7_0007ff,-1.0,20.641790433,-1.0,-1.0,-1
r2n7_0099cf,-1.0,15.426034827,-1.0,-1.0,-1
r3n6_00003,-1.0,2.509109453,-1.0,-1.0,-1
r3n6_00007,-1.0,8.636177362,-1.0,-1.0,-1
r3n6_00013,-1.0,7.641297567,-1.0,-1.0,-1
r3n7_000000003,-1.0,12.517058922,-1.0,-1.0,-1
r3n6_00036,-1.0,10.610079332,-1.0,-1.0,-1
r3n6_0000f,-1.0,10.483823834,-1.0,-1.0,-1
r3n6_00037,-1.0,4.427855308,-1.0,-1.0,-1
r3n6_00413,-1.0,25.127724979,-1.0,-1.0,-1
r3n6_0007e,-1.0,11.293900961,-1.0,-1.0,-1
r3n6_0007f,-1.0,11.49006669,-1.0,-1.0,-1
r3n6_00c36,-1.0,24.495654685,-1.0,-1.0,-1
r3n6_00c37,-1.0,13.967640673,-1.0,-1.0,-1
r3n7_000008023,-1.0,31.360832587,-1.0,-1.0,-1
r3n6_000b7,-1.0,23.553301695,-1.0,-1.0,-1
r3n6_001ef,-1.0,21.544766906,-1.0,-1.0,-1
r3n6_02cb3,-1.0,14.111323457,-1.0,-1.0,-1
r3n6_01c7e,-1.0,27.733317743,-1.0,-1.0,-1
r3n6_01c7f,-1.0,37.230104694,-1.0,-1.0,-1
r3n6_079e0,-1.0,69.059313487,-1.0,-1.0,-1
r3n6_0fff0,-1.0,32.408659684,-1.0,-1.0,-1
r3n6_001ff,-1.0,18.561808859,-1.0,-1.0,-1
r3n6_079e3,-1.0,17.570463778,-1.0,-1.0,-1
r3n6_079ef,-1.0,32.287424479,-1.0,-1.0,-1
r3n6_02cb7,-1.0,50.36858618,-1.0,-1.0,-1
r3n6_07dfd,-1.0,19.706610061,-1.0,-1.0,-1
r3n7_000000067,-1.0,35.685987355,-1.0,-1.0,-1
r3n6_07df3,-1.0,48.380343102,-1.0,-1.0,-1
r3n6_003ff,-1.0,71.182440345,-1.0,-1.0,-1
r3n7_000018066,-1.0,86.166481463,-1.0,-1.0,-1
r3n6_0fff7,-1.0,23.560119251,-1.0,-1.0,-1
r1n6_3f,-1.0,236.20550754,-1.0,-1.0,-1
r3n6_7fffe,-1.0,225.314104894,-1.0,-1.0,-1
r3n6_379ff,-1.0,43.877631515,-1.0,-1.0,-1
r2n6_7fff,-1.0,246.460532534,-1.0,-1.0,-1
r3n7_000018067,-1.0,52.051828722,-1.0,-1.0,-1
r3n6_07dff,-1.0,64.651641086,-1.0,-1.0,-1
r2n7_05bbdf,-1.0,398.554539161,-1.0,-1.0,-1
r3n6_0ffff,-1.0,208.588596764,-1.0,-1.0,-1
r3n6_7efdf,-1.0,114.291831438,-1.0,-1.0,-1
r3n6_7efff,-1.0,99.326481141,-1.0,-1.0,-1
r3n6_7efdd,-1.0,498.997545359,-1.0,-1.0,-1
r3n7_000000fff,-1.0,121.378198888,-1.0,-1.0,-1
r2n7_00003f,-1.0,397.798694031,-1.0,-1.0,-1
r3n7_0003f0fc3,-1.0,212.292799865,-1.0,-1.0,-1
r3n7_0001b86ed,-1.0,122.682320145,-1.0,-1.0,-1
r3n6_37dff,-1.0,169.430639363,-1.0,-1.0,-1
r3n7_0005b96e0,-1.0,232.150156007,-1.0,-1.0,-1
r3n7_0005b96e7,-1.0,103.789202391,-1.0,-1.0,-1
r3n7_000f7bde0,-1.0,271.914184618,-1.0,-1.0,-1
r3n6_7ffff,-1.0,228.294417604,-1.0,-1.0,-1
r3n6_12cb7,-1.0,779.28533941,-1.0,-1.0,-1
r3n7_000003dfe,-1.0,300.355308716,-1.0,-1.0,-1
r3n7_0165996ef,-1.0,359.548326004,-1.0,-1.0,-1
r3n7_0005b96ef,-1.0,628.937755367,-1.0,-1.0,-1
r3n7_0165b96ee,-1.0,592.552080537,-1.0,-1.0,-1
r3n7_000007fff,-1.0,1081.094617625,-1.0,-1.0,-1
r3n6_fffff,-1.0,-1.0,-1.0,-1.0,-1
r1n7_7f,-1.0,-1.0,-1.0,-1.0,-1
r0n2_1,-1.0,-1.0,-1.0,-1.0,-1
r0n3_1,-1.0,-1.0,-1.0,-1.0,-1
r0n4_1,-1.0,-1.0,-1.0,-1.0,-1
r0n5_1,-1.0,-1.0,-1.0,-1.0,-1
r0n6_1,-1.0,-1.0,-1.0,-1.0,-1
r0n7_1,-1.0,-1.0,-1.0,-1.0,-1
r1n7_01,-1.0,-1.0,-1.0,-1.0,-1
r1n7_07,-1.0,-1.0,-1.0,-1.0,-1
r1n7_0f,-1.0,-1.0,-1.0,-1.0,-1
r1n7_1f,-1.0,-1.0,-1.0,-1.0,-1
r1n7_3f,-1.0,-1.0,-1.0,-1.0,-1
r2n7_00000f,-1.0,-1.0,-1.0,-1.0,-1
r2n7_00001f,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0000c6,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0000c7,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0001ce,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0003de,-1.0,-1.0,-1.0,-1.0,-1
r2n7_00198f,-1.0,-1.0,-1.0,-1.0,-1
r2n7_003b9c,-1.0,-1.0,-1.0,-1.0,-1
r2n7_007fbf,-1.0,-1.0,-1.0,-1.0,-1
r2n7_007fff,-1.0,-1.0,-1.0,-1.0,-1
r2n7_01b3de,-1.0,-1.0,-1.0,-1.0,-1
r2n7_01b3df,-1.0,-1.0,-1.0,-1.0,-1
r2n7_01bbdf,-1.0,-1.0,-1.0,-1.0,-1
r2n7_03f73f,-1.0,-1.0,-1.0,-1.0,-1
r2n7_03f7fe,-1.0,-1.0,-1.0,-1.0,-1
r2n7_03f7ff,-1.0,-1.0,-1.0,-1.0,-1
r2n7_03ffff,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0f7fbf,-1.0,-1.0,-1.0,-1.0,-1
r2n7_0fffff,-1.0,-1.0,-1.0,-1.0,-1
r2n7_1fffff,-1.0,-1.0,-1.0,-1.0,-1
r3n4_f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000001,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000007,-1.0,-1.0,-1.0,-1.0,-1
r3n7_00000000f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_00000001f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000023,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000066,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000000ee,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000000ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000001fe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000001ff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000267,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000006cf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000006ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000fdc,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000000fdf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000016ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000003dff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000003fff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000380ee,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000380ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000781fe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0000781ff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000098263,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000098267,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0001b06c0,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0001b06c3,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0001b06cf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0001b86e3,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0001b86ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f0fc0,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f0fdc,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f0fdf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f8fe3,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f8ffd,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0003f8fff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000f7bde7,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000f7bdfe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000f7bdff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000ffbfe0,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000ffbfe7,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000ffbffb,-1.0,-1.0,-1.0,-1.0,-1
r3n7_000ffbfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_001ffffe0,-1.0,-1.0,-1.0,-1.0,-1
r3n7_001ffffef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_001ffffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_002098267,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0061b06ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0061b86ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_00e3f0fdc,-1.0,-1.0,-1.0,-1.0,-1
r3n7_00e3f0fff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_00e3f8fff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0165996ad,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0165996af,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0165b96ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03cf03dfe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03cf1bd9f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03cf7bdfe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03cf7bdff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03ef9bfbd,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03ef9bfbf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03ef9bfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03efebfba,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03efebfdf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03efebfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03effbffe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_03effbfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ff87ffe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ffbfeee,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ffbff7b,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ffbff7f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ffbffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07ffffffe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_07fffffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_0965b96ef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_1bcffbffb,-1.0,-1.0,-1.0,-1.0,-1
r3n7_1bcffbfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_1beffbfff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7eefd7f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7eefdff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7eeffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7effd6f,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7effdfe,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7effdff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7efffbf,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7efffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7ffffef,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7fffff7,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7ffffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3ffff7fff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3ffffffff,-1.0,-1.0,-1.0,-1.0,-1
r3n7_3f7eefd6f,-1.0,-1.0,-1.0,-1.0,-1
